School ID,Name of School,"Elementary, Middle, or High School",Street Address,City,State,ZIP Code,Phone Number,Link,Network Manager,Collaborative Name,Adequate Yearly Progress Made?,Track Schedule,CPS Performance Policy Status,CPS Performance Policy Level,Healthy Schools Certified?,Safety Icon,Safety Score,Family Involvement Icon,Family Involvement Score,Environment Icon,Environment Score,Instruction Icon,Instruction Score,Leaders Icon,Leaders Score,Teachers Icon,Teachers Score,Parent Engagement Icon,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,Average Student Attendance,Rate of Misconducts (per 100 students),Average Teacher Attendance,Individualized Education Program Compliance Rate,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read %,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading %,ISAT Value Add Math,ISAT Value Add Read,ISAT Value Add Color Math,ISAT Value Add Color Read,Students Taking Algebra %,Students Passing Algebra %,9th Grade EXPLORE (2009),9th Grade EXPLORE (2010),10th Grade PLAN (2009),10th Grade PLAN (2010),Net Change EXPLORE and PLAN,11th Grade Average ACT (2011),Net Change PLAN and ACT,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment (number of students),General Services Route,Freshman on Track Rate %,RCDTS Code,X_COORDINATE,Y_COORDINATE,Latitude,Longitude,Community Area Number,Community Area Name,Ward,Police District,Location
610390,Hyman G Rickover Naval Academy High School,HS,5900 N Glenwood Ave ,Chicago,IL,60660,(773) 534-2890,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610390.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,64.0,NDA,NDA,Strong,64.0,Average,42.0,NDA,,NDA,,Average,53,Average,48,92.9,15.4,95.9%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,15.2,15.4,16.5,15.8,0.6,18.7,2.2,23.4,63.0,63.5,423,32,90.7,150000000000000,1165871.81,1939308.369,41.98905063,-87.66526222,77,EDGEWATER,48,20,"(41.98905063, -87.66526222)"
610384,Infinity Math Science and Technology High School,HS,3120 S Kostner Ave ,Chicago,IL,60623,(773) 535-4225,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610384.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,58.0,NDA,NDA,Strong,66.0,Strong,65.0,NDA,,NDA,,Average,51,Average,48,92.2,7.5,96.0%,85.4%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.1,15,14.8,15.1,1,17.2,2.4,29,84.4,55.7,388,37,98.1,150000000000000,1147521.302,1883405.128,41.83601953,-87.73419465,30,SOUTH LAWNDALE,22,10,"(41.83601953, -87.73419465)"
609718,John F Kennedy High School,HS,6325 W 56th St ,Chicago,IL,60638,(773) 535-2325,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609718.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,53.0,Weak,30,Weak,32.0,Weak,27.0,Weak,22.0,Weak,24.0,NDA,NDA,NDA,NDA,83.0,22.0,94.7%,99.3%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.8,14.1,15.1,15.6,0.8,16.4,1.3,24.4,53.3,52.9,"1,589",44,59.7,150000000000000,1135044.301,1866707.447,41.79042796,-87.78037224,56,GARFIELD RIDGE,23,8,"(41.79042796, -87.78037224)"
609694,John Hancock College Preparatory High School,HS,4034 W 56th St ,Chicago,IL,60629,(773) 535-2410,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609694.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,51.0,Average,44,Average,44.0,Average,41.0,Weak,37.0,Average,42.0,Average,50,Weak,44,78.2,7.5,95.9%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.6,13.8,14.7,15,0.4,15.8,1.1,22.6,56.1,45.9,967,44,87.4,150000000000000,1150280.45,1867197.827,41.79149114,-87.72449161,62,WEST ELSDON,13,8,"(41.79149114, -87.72449161)"
609723,John Marshall Metropolitan High School,HS,3250 W Adams St ,Chicago,IL,60624,(773) 534-6455,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609723.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,51.0,Average,52,Average,45.0,Average,46.0,Average,49.0,Average,42.0,NDA,NDA,NDA,NDA,74.1,42.9,95.8%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.7,11.8,13.4,13.2,1.5,14.6,1.2,6.5,36.8,45.2,726,38,55.2,150000000000000,1154542.583,1898925.511,41.87847194,-87.70801612,27,EAST GARFIELD PARK,28,11,"(41.87847194, -87.70801612)"
609710,John M Harlan Community Academy High School,HS,9652 S Michigan Ave ,Chicago,IL,60628,(773) 535-5400,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609710.pdf,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,,NDA,,NDA,NDA,NDA,NDA,81.2,21.6,94.4%,95.7%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,16,40,17.8,15.6,-2.9,-0.8,Red,Yellow,100,40,13.2,12.9,14.1,13.7,0.5,14.7,0.6,5.9,47.9,55.7,"1,245",48,64.4,150000000000000,1178815.804,1840781.935,41.71840075,-87.62066069,49,ROSELAND,6,5,"(41.71840075, -87.62066069)"
609716,Kelvyn Park High School,HS,4343 W Wrightwood Ave ,Chicago,IL,60639,(773) 534-4200,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609716.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,32.0,Weak,28,Weak,32.0,Weak,28.0,Very Weak,19.0,Average,43.0,NDA,NDA,NDA,NDA,74.4,12.9,94.5%,99.5%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.8,12.2,13.8,13.8,1,14.9,1.1,16.7,54.1,35.0,"1,252",29,56.9,150000000000000,1146795.845,1916879.493,41.92789092,-87.73600171,20,HERMOSA,31,25,"(41.92789092, -87.73600171)"
609746,Kenwood Academy High School,HS,5015 S Blackstone Ave ,Chicago,IL,60615,(773) 535-1350,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609746.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,63.0,NDA,NDA,Average,48.0,Average,56.0,NDA,,NDA,,NDA,NDA,NDA,NDA,88.4,5.9,95.3%,99.4%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,60.2,75,69.5,31.0,-1.1,-0.5,Red,Yellow,81.2,49,15.6,15.1,16.8,16.9,1.3,19.1,2.3,26.8,69.5,79.7,"1,852",46,70.3,150000000000000,1186813.047,1871954.152,41.80375479,-87.59038395,39,KENWOOD,4,2,"(41.80375479, -87.59038395)"
609719,Lake View High School,HS,4015 N Ashland Ave ,Chicago,IL,60613,(773) 534-5440,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609719.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,64.0,NDA,NDA,Average,52.0,Average,43.0,NDA,,NDA,,Average,49,Weak,43,87.7,8.5,96.2%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,15.3,15.8,16.1,16.7,1.4,17.8,1.7,36.6,81.4,62.8,"1,500",33,87.3,150000000000000,1164975.217,1926813.581,41.95478361,-87.66891643,6,LAKE VIEW,47,19,"(41.95478361, -87.66891643)"
609738,Lincoln Park High School,HS,2001 N Orchard St ,Chicago,IL,60614,(773) 534-8130,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609738.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,65.0,Strong,61,Average,44.0,Average,49.0,Average,45.0,Average,45.0,NDA,NDA,NDA,NDA,84.6,9.2,96.0%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,17.7,18,18.6,19,1.3,21.6,3,53.6,77.9,75.5,"2,342",33,74.4,150000000000000,1171322.336,1913569.392,41.91830362,-87.64597389,7,LINCOLN PARK,43,18,"(41.91830362, -87.64597389)"
609722,Manley Career Academy High School,HS,2935 W Polk St ,Chicago,IL,60612,(773) 534-6900,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609722.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,41.0,Weak,39,Average,43.0,Weak,31.0,Very Weak,19.0,Weak,32.0,NDA,NDA,NDA,NDA,66.8,19.7,95.4%,98.4%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.2,11.9,13.3,13,0.8,13.8,0.5,6.7,49.0,51.9,599,37,59.3,150000000000000,1156776.858,1896186.78,41.87091163,-87.69988652,27,EAST GARFIELD PARK,28,11,"(41.87091163, -87.69988652)"
609756,Marie Sklodowska Curie Metropolitan High School,HS,4959 S Archer Ave ,Chicago,IL,60632,(773) 535-2100,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609756.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,43.0,Weak,35,Weak,37.0,Average,45.0,Weak,33.0,Weak,39.0,NDA,NDA,NDA,NDA,85.0,9.1,95.0%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.2,14.2,15.6,15.1,0.9,16.9,1.3,22.9,76.1,61.3,"3,320",37,61.0,150000000000000,1150928.132,1871413.203,41.80304615,-87.72200673,57,ARCHER HEIGHTS,14,8,"(41.80304615, -87.72200673)"
610244,Michele Clark Academic Prep Magnet High School,HS,5101 W Harrison St ,Chicago,IL,60644,(773) 534-6250,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610244.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,,NDA,,Average,48,Weak,36,79.1,24.4,95.4%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,19.4,22.8,36.5,52.7,3.6,10.7,1.7,2.6,-1.2,-0.7,Red,Yellow,NDA,NDA,14,13.3,14.4,14.5,0.5,15.7,1.3,13,87.4,60.4,726,36,78.2,150000000000000,1142209.317,1896792.791,41.87285714,-87.75335467,25,AUSTIN,24,15,"(41.87285714, -87.75335467)"
609725,Morgan Park High School,HS,1744 W Pryor Ave ,Chicago,IL,60643,(773) 535-2550,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609725.pdf,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,40.0,NDA,NDA,Weak,25.0,Weak,38.0,NDA,,NDA,,NDA,NDA,NDA,NDA,84.2,11.1,94.6%,99.5%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,60,80,52.0,38.2,-1.8,-1.0,Red,Yellow,98.5,64.1,14.7,14.6,15.6,15.9,1.2,17.8,2.2,33.6,80.0,78.5,"1,584",49,73.3,150000000000000,1166609.57,1831085.382,41.69206041,-87.66564309,75,MORGAN PARK,19,22,"(41.69206041, -87.66564309)"
610385,Multicultural Academy of Scholarship,HS,3120 S Kostner Ave ,Chicago,IL,60623,(773) 535-4242,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610385.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,48.0,NDA,NDA,Average,47.0,Average,42.0,NDA,,NDA,,Strong,56,Average,52,89.2,22.4,96.7%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13,13,14.4,14.1,1.1,15.6,1.2,21.1,58.0,58.5,324,37,78.7,150000000000000,1147521.302,1883405.128,41.83601953,-87.73419465,30,SOUTH LAWNDALE,22,10,"(41.83601953, -87.73419465)"
609692,Neal F Simeon Career Academy High School,HS,8147 S Vincennes Ave ,Chicago,IL,60620,(773) 535-3200,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609692.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,52.0,NDA,NDA,Weak,33.0,Average,42.0,NDA,,NDA,,NDA,NDA,NDA,NDA,78.6,2.1,94.3%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.3,14.1,15.3,14.8,0.5,16.2,0.9,14.8,75.2,74.0,"1,535",45,68.5,150000000000000,1174719.074,1850730.192,41.74579217,-87.63537,44,CHATHAM,21,6,"(41.74579217, -87.63537)"
610323,New Millennium High School of Health at Bowen,HS,2710 E 89th St ,Chicago,IL,60617,(773) 535-7650,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610323.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Very Weak,17.0,Weak,23,Weak,37.0,Weak,25.0,Weak,29.0,Very Weak,6.0,NDA,NDA,NDA,NDA,75.6,61.8,94.7%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.1,12.3,13.9,13.2,1.1,14.7,0.8,16.7,67.2,52.4,701,47,62.1,150000000000000,1195939.937,1846527.528,41.73376107,-87.55775263,46,SOUTH CHICAGO,7,4,"(41.73376107, -87.55775263)"
609730,Nicholas Senn High School,HS,5900 N Glenwood Ave ,Chicago,IL,60660,(773) 534-2365,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609730.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,48.0,NDA,NDA,Average,45.0,Average,42.0,NDA,,NDA,,NDA,NDA,NDA,NDA,81.7,41.3,96.4%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.8,14.3,14.3,13.9,1.1,15.8,1.5,17.5,40.1,54.4,"1,053",32,79.8,150000000000000,1165871.81,1939308.369,41.98905063,-87.66526222,77,EDGEWATER,48,20,"(41.98905063, -87.66526222)"
609691,North-Grand High School,HS,4338 W Wabansia Ave ,Chicago,IL,60639,(773) 534-8520,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609691.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Average,42.0,NDA,NDA,Weak,39.0,Weak,25.0,NDA,,NDA,,NDA,NDA,NDA,NDA,88.6,15.3,95.6%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13.3,12.8,14.1,14.2,0.9,15.4,1.3,15.8,69.7,41.3,883,34,81.3,150000000000000,1147041.135,1910981.274,41.91170094,-87.73525151,23,HUMBOLDT PARK,31,25,"(41.91170094, -87.73525151)"
609749,Northside College Preparatory High School,HS,5501 N Kedzie Ave ,Chicago,IL,60625,(773) 534-3954,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609749.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99.0,NDA,NDA,Very Strong,99.0,Very Strong,88.0,NDA,,NDA,,Strong,57,Strong,62,95.7,2.8,96.8%,98.4%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,22.4,22.2,24.5,24.7,2.3,28.8,4.3,98,97.6,90.7,"1,053",31,95.9,150000000000000,1154090.859,1936413.866,41.98135196,-87.70867192,13,NORTH PARK,40,17,"(41.98135196, -87.70867192)"
609676,Paul Laurence Dunbar Career Academy High School,HS,3000 S King Dr ,Chicago,IL,60616,(773) 534-9000,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609676.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,29.0,Average,57,Weak,31.0,Weak,37.0,Average,57.0,Average,49.0,NDA,NDA,NDA,NDA,76.9,21.5,96.0%,98.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.8,12.7,13.9,13.8,1,14.7,0.8,6.9,61.7,51.5,"1,456",40,65.7,150000000000000,1179262.097,1885167.032,41.84018775,-87.61767315,35,DOUGLAS,2,1,"(41.84018775, -87.61767315)"
609707,Paul Robeson High School,HS,6835 S Normal Blvd ,Chicago,IL,60621,(773) 535-3800,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609707.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,29.0,NDA,NDA,Weak,33.0,Average,40.0,NDA,,NDA,,NDA,NDA,NDA,NDA,73.5,26.4,94.7%,97.6%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.6,11,12.7,12.7,1.1,13.6,0.9,2.9,40.6,42.2,733,45,53.3,150000000000000,1174171.884,1859450.314,41.76973341,-87.63711641,68,ENGLEWOOD,6,7,"(41.76973341, -87.63711641)"
609762,Percy L Julian High School,HS,10330 S Elizabeth St ,Chicago,IL,60643,(773) 535-5170,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609762.pdf,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,28.0,Average,50,Weak,30.0,Weak,35.0,Average,53.0,Average,51.0,NDA,NDA,NDA,NDA,74.6,33.4,94.2%,98.6%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13.1,12.8,14.2,13.9,0.8,14.8,0.6,8.3,60.3,54.9,"1,226",49,65.3,150000000000000,1169808.363,1836139.004,41.70585971,-87.65378585,73,WASHINGTON HEIGHTS,21,22,"(41.70585971, -87.65378585)"
610304,Phoenix Military Academy High School,HS,145 S Campbell Ave ,Chicago,IL,60612,(773) 534-7275,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610304.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,53.0,NDA,NDA,Average,59.0,Strong,78.0,NDA,,NDA,,Average,52,Average,48,92.1,4.3,97.4%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.7,14.9,15.9,15.9,1.2,18.6,2.7,33.9,74.8,51.3,461,38,74.1,150000000000000,1159815.389,1899102.492,41.87885054,-87.68865058,28,NEAR WEST SIDE,2,11,"(41.87885054, -87.68865058)"
609702,Richard T Crane Technical Preparatory High School,HS,2245 W Jackson Blvd ,Chicago,IL,60612,(773) 534-7550,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609702.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,43.0,NDA,NDA,Average,50.0,Average,48.0,NDA,,NDA,,Average,47,Weak,46,57.9,19.9,93.9%,99.1%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12,11.9,13.2,13.6,1.6,14.0,0.8,3.7,48.0,32.6,478,38,40.9,150000000000000,1161290.138,1898611.918,41.87747384,-87.68324922,28,NEAR WEST SIDE,2,12,"(41.87747384, -87.68324922)"
609695,Roald Amundsen High School,HS,5110 N Damen Ave ,Chicago,IL,60625,(773) 534-2320,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609695.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,51.0,Average,44,Average,43.0,Average,42.0,Weak,27.0,Average,41.0,Weak,43,Weak,41,81.1,8.7,95.9%,99.2%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13.8,13.9,14.9,14.8,1,16.7,1.8,16,64.6,49.1,"1,532",31,72.2,150000000000000,1162034.157,1934187.196,41.97507922,-87.67952139,4,LINCOLN SQUARE,47,20,"(41.97507922, -87.67952139)"
610391,Robert Lindblom Math & Science Academy High School,HS,6130 S Wolcott Ave ,Chicago,IL,60636,(773) 535-9300,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610391.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Strong,66.0,NDA,NDA,Strong,75.0,Very Strong,85.0,NDA,,NDA,,Strong,55,Average,51,92.7,2.1,95.9%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,49.1,70.2,61.7,37.6,-1.2,-0.8,Red,Yellow,61.1,78.2,18,18.5,19.1,19,1,22.2,3.1,29.1,68.9,85.9,916,43,83.3,150000000000000,1164703.614,1863861.294,41.7820428,-87.67169858,67,WEST ENGLEWOOD,15,7,"(41.7820428, -87.67169858)"
609759,Roberto Clemente Community Academy High School,HS,1147 N Western Ave ,Chicago,IL,60622,(773) 534-4000,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609759.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Average,44.0,Weak,31,Weak,39.0,Weak,34.0,Weak,28.0,Weak,25.0,NDA,NDA,NDA,NDA,69.6,20.6,94.2%,99.6%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.6,12.3,14,13.3,0.7,15.4,1.4,12.5,49.5,41.5,"1,016",35,58.9,150000000000000,1160235.206,1907768.877,41.90262318,-87.68686934,24,WEST TOWN,1,13,"(41.90262318, -87.68686934)"
609733,Roger C Sullivan High School,HS,6631 N Bosworth Ave ,Chicago,IL,60626,(773) 534-2000,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609733.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,30.0,Average,44,Weak,34.0,Weak,34.0,Average,42.0,Weak,33.0,Weak,44,Weak,45,81.6,14.7,95.8%,94.4%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.6,13.2,13.8,13.5,0.9,15.4,1.6,14.8,39.3,52.1,826,32,68.6,150000000000000,1164774.883,1944269.292,42.00268694,-87.66915533,1,ROGERS PARK,40,24,"(42.00268694, -87.66915533)"
610357,Spry Community Links High School,HS,2400 S Marshall Blvd ,Chicago,IL,60623,(773) 534-1997,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610357.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,70.0,NDA,NDA,Very Strong,92.0,Very Strong,87.0,NDA,,NDA,,Strong,56,Average,51,95.6,9.7,95.7%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.3,14.6,15.5,15.9,1.6,16.9,1.4,35,73.7,65.2,205,39,92.8,150000000000000,1157044.911,1887895.675,41.84815451,-87.69912725,30,SOUTH LAWNDALE,12,10,"(41.84815451, -87.69912725)"
609724,Stephen T Mather High School,HS,5835 N Lincoln Ave ,Chicago,IL,60659,(773) 534-2350,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609724.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,58.0,Average,44,Average,48.0,Average,47.0,Average,50.0,Average,56.0,NDA,NDA,NDA,NDA,87.6,7.6,96.5%,97.9%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.5,14.4,15,15.4,0.9,15.9,0.9,24.6,56.2,57.4,"1,657",32,59.0,150000000000000,1155766.152,1938701.409,41.9875954,-87.70244871,2,WEST RIDGE,40,20,"(41.9875954, -87.70244871)"
609728,Theodore Roosevelt High School,HS,3436 W Wilson Ave ,Chicago,IL,60625,(773) 534-5000,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609728.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,42.0,NDA,NDA,Average,42.0,Weak,37.0,NDA,,NDA,,NDA,NDA,NDA,NDA,82.3,9.7,96.1%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.9,13.4,14.3,14,1.1,15.7,1.4,13.7,59.4,42.9,"1,490",31,61.2,150000000000000,1152459.778,1930390.229,41.96485522,-87.71483051,14,ALBANY PARK,33,17,"(41.96485522, -87.71483051)"
